,Record ID,Step Name,Relative Time(h:min:s.ms),Realtime,Auxiliary channel TU1 T(°C),Gap of Temperature
9633,206239,Rest,0:00:00.000,2020-10-13 05:20:04.000000,30.8,0
9634,206240,Rest,0:00:01.000,2020-10-13 05:20:05.000000,30.8,0
9635,206241,Rest,0:00:02.000,2020-10-13 05:20:06.000000,30.8,0
9636,206242,Rest,0:00:03.000,2020-10-13 05:20:07.000000,30.8,0
9637,206243,Rest,0:00:04.000,2020-10-13 05:20:08.000000,30.8,0
9638,206244,Rest,0:00:05.000,2020-10-13 05:20:09.000000,30.8,0
9639,206245,Rest,0:00:06.000,2020-10-13 05:20:10.000000,30.8,0
9640,206246,Rest,0:00:07.000,2020-10-13 05:20:11.000000,30.8,0
9641,206247,Rest,0:00:08.000,2020-10-13 05:20:12.000000,30.8,0
9642,206248,Rest,0:00:09.000,2020-10-13 05:20:13.000000,30.8,0
9643,206249,Rest,0:00:10.000,2020-10-13 05:20:14.000000,30.8,0
9644,206250,Rest,0:00:11.000,2020-10-13 05:20:15.000000,30.8,0
9645,206251,Rest,0:00:12.000,2020-10-13 05:20:16.000000,30.8,0
9646,206252,Rest,0:00:13.000,2020-10-13 05:20:17.000000,30.8,0
9647,206253,Rest,0:00:14.000,2020-10-13 05:20:18.000000,30.8,0
9648,206254,Rest,0:00:15.000,2020-10-13 05:20:19.000000,30.8,0
9649,206255,Rest,0:00:16.000,2020-10-13 05:20:20.000000,30.8,0
9650,206256,Rest,0:00:17.000,2020-10-13 05:20:21.000000,30.8,0
9651,206257,Rest,0:00:18.000,2020-10-13 05:20:22.000000,30.8,0
9652,206258,Rest,0:00:19.000,2020-10-13 05:20:23.000000,30.8,0
9653,206259,Rest,0:00:20.000,2020-10-13 05:20:24.000000,30.8,0
9654,206260,Rest,0:00:21.000,2020-10-13 05:20:25.000000,30.8,0
9655,206261,Rest,0:00:22.000,2020-10-13 05:20:26.000000,30.8,0
9656,206262,Rest,0:00:23.000,2020-10-13 05:20:27.000000,30.8,0
9657,206263,Rest,0:00:24.000,2020-10-13 05:20:28.000000,30.8,0
9658,206264,Rest,0:00:25.000,2020-10-13 05:20:29.000000,30.8,0
9659,206265,Rest,0:00:26.000,2020-10-13 05:20:30.000000,30.7,0
9660,206266,Rest,0:00:27.000,2020-10-13 05:20:31.000000,30.7,0
9661,206267,Rest,0:00:28.000,2020-10-13 05:20:32.000000,30.7,0
9662,206268,Rest,0:00:29.000,2020-10-13 05:20:33.000001,30.7,0
9663,206269,Rest,0:00:30.000,2020-10-13 05:20:34.000000,30.7,0
9664,206270,Rest,0:00:31.000,2020-10-13 05:20:35.000000,30.7,0
9665,206271,Rest,0:00:32.000,2020-10-13 05:20:36.000000,30.7,0
9666,206272,Rest,0:00:33.000,2020-10-13 05:20:37.000000,30.7,0
9667,206273,Rest,0:00:34.000,2020-10-13 05:20:38.000000,30.7,0
9668,206274,Rest,0:00:35.000,2020-10-13 05:20:39.000000,30.7,0
9669,206275,Rest,0:00:36.000,2020-10-13 05:20:40.000000,30.7,0
9670,206276,Rest,0:00:37.000,2020-10-13 05:20:41.000000,30.7,0
9671,206277,Rest,0:00:38.000,2020-10-13 05:20:41.999999,30.7,0
9672,206278,Rest,0:00:39.000,2020-10-13 05:20:43.000000,30.6,0
9673,206279,Rest,0:00:40.000,2020-10-13 05:20:44.000000,30.6,0
9674,206280,Rest,0:00:41.000,2020-10-13 05:20:45.000000,30.6,0
9675,206281,Rest,0:00:42.000,2020-10-13 05:20:46.000000,30.6,0
9676,206282,Rest,0:00:43.000,2020-10-13 05:20:47.000000,30.6,0
9677,206283,Rest,0:00:44.000,2020-10-13 05:20:48.000000,30.6,0
9678,206284,Rest,0:00:45.000,2020-10-13 05:20:49.000000,30.6,0
9679,206285,Rest,0:00:46.000,2020-10-13 05:20:50.000000,30.6,0
9680,206286,Rest,0:00:47.000,2020-10-13 05:20:51.000000,30.6,0
9681,206287,Rest,0:00:48.000,2020-10-13 05:20:52.000000,30.5,0
9682,206288,Rest,0:00:49.000,2020-10-13 05:20:53.000000,30.5,0
9683,206289,Rest,0:00:50.000,2020-10-13 05:20:54.000000,30.5,0
9684,206290,Rest,0:00:51.000,2020-10-13 05:20:55.000000,30.5,0
9685,206291,Rest,0:00:52.000,2020-10-13 05:20:56.000000,30.5,0
9686,206292,Rest,0:00:53.000,2020-10-13 05:20:57.000000,30.5,0
9687,206293,Rest,0:00:54.000,2020-10-13 05:20:58.000000,30.5,0
9688,206294,Rest,0:00:55.000,2020-10-13 05:20:59.000000,30.5,0
9689,206295,Rest,0:00:56.000,2020-10-13 05:21:00.000000,30.5,0
9690,206296,Rest,0:00:57.000,2020-10-13 05:21:01.000000,30.4,0
9691,206297,Rest,0:00:58.000,2020-10-13 05:21:02.000000,30.4,0
9692,206298,Rest,0:00:59.000,2020-10-13 05:21:03.000000,30.4,0
9693,206299,Rest,0:01:00.000,2020-10-13 05:21:04.000000,30.4,0
9694,206300,Rest,0:01:01.000,2020-10-13 05:21:05.000000,30.4,0
9695,206301,Rest,0:01:02.000,2020-10-13 05:21:06.000000,30.4,0
9696,206302,Rest,0:01:03.000,2020-10-13 05:21:07.000000,30.4,0
9697,206303,Rest,0:01:04.000,2020-10-13 05:21:08.000000,30.4,0
9698,206304,Rest,0:01:05.000,2020-10-13 05:21:09.000000,30.4,0
9699,206305,Rest,0:01:06.000,2020-10-13 05:21:10.000000,30.4,0
9700,206306,Rest,0:01:07.000,2020-10-13 05:21:11.000000,30.3,0
9701,206307,Rest,0:01:08.000,2020-10-13 05:21:12.000000,30.4,0
9702,206308,Rest,0:01:09.000,2020-10-13 05:21:13.000000,30.3,0
9703,206309,Rest,0:01:10.000,2020-10-13 05:21:14.000000,30.3,0
9704,206310,Rest,0:01:11.000,2020-10-13 05:21:15.000000,30.3,0
9705,206311,Rest,0:01:12.000,2020-10-13 05:21:16.000000,30.3,0
9706,206312,Rest,0:01:13.000,2020-10-13 05:21:16.999999,30.3,0
9707,206313,Rest,0:01:14.000,2020-10-13 05:21:18.000000,30.3,0
9708,206314,Rest,0:01:15.000,2020-10-13 05:21:19.000000,30.3,0
9709,206315,Rest,0:01:16.000,2020-10-13 05:21:20.000000,30.3,0
9710,206316,Rest,0:01:17.000,2020-10-13 05:21:21.000000,30.3,0
9711,206317,Rest,0:01:18.000,2020-10-13 05:21:22.000000,30.3,0
9712,206318,Rest,0:01:19.000,2020-10-13 05:21:23.000000,30.2,0
9713,206319,Rest,0:01:20.000,2020-10-13 05:21:24.000000,30.2,0
9714,206320,Rest,0:01:21.000,2020-10-13 05:21:25.000000,30.2,0
9715,206321,Rest,0:01:22.000,2020-10-13 05:21:26.000000,30.2,0
9716,206322,Rest,0:01:23.000,2020-10-13 05:21:27.000000,30.2,0
9717,206323,Rest,0:01:24.000,2020-10-13 05:21:28.000000,30.2,0
9718,206324,Rest,0:01:25.000,2020-10-13 05:21:29.000000,30.2,0
9719,206325,Rest,0:01:26.000,2020-10-13 05:21:30.000000,30.2,0
9720,206326,Rest,0:01:27.000,2020-10-13 05:21:31.000000,30.2,0
9721,206327,Rest,0:01:28.000,2020-10-13 05:21:32.000000,30.2,0
9722,206328,Rest,0:01:29.000,2020-10-13 05:21:33.000000,30.2,0
9723,206329,Rest,0:01:30.000,2020-10-13 05:21:34.000000,30.2,0
9724,206330,Rest,0:01:31.000,2020-10-13 05:21:35.000000,30.2,0
9725,206331,Rest,0:01:32.000,2020-10-13 05:21:36.000000,30.2,0
9726,206332,Rest,0:01:33.000,2020-10-13 05:21:37.000000,30.2,0
9727,206333,Rest,0:01:34.000,2020-10-13 05:21:38.000000,30.2,0
9728,206334,Rest,0:01:35.000,2020-10-13 05:21:39.000000,30.2,0
9729,206335,Rest,0:01:36.000,2020-10-13 05:21:40.000000,30.1,0
9730,206336,Rest,0:01:37.000,2020-10-13 05:21:41.000000,30.1,0
9731,206337,Rest,0:01:38.000,2020-10-13 05:21:42.000000,30.1,0
9732,206338,Rest,0:01:39.000,2020-10-13 05:21:43.000000,30.1,0
9733,206339,Rest,0:01:40.000,2020-10-13 05:21:44.000000,30.1,0
9734,206340,Rest,0:01:41.000,2020-10-13 05:21:45.000000,30.1,0
9735,206341,Rest,0:01:42.000,2020-10-13 05:21:46.000000,30.1,0
9736,206342,Rest,0:01:43.000,2020-10-13 05:21:47.000000,30.1,0
9737,206343,Rest,0:01:44.000,2020-10-13 05:21:48.000000,30.1,0
9738,206344,Rest,0:01:45.000,2020-10-13 05:21:49.000000,30.1,0
9739,206345,Rest,0:01:46.000,2020-10-13 05:21:50.000000,30.1,0
9740,206346,Rest,0:01:47.000,2020-10-13 05:21:51.000000,30.1,0
9741,206347,Rest,0:01:48.000,2020-10-13 05:21:51.999999,30.1,0
9742,206348,Rest,0:01:49.000,2020-10-13 05:21:53.000000,30.1,0
9743,206349,Rest,0:01:50.000,2020-10-13 05:21:54.000000,30.1,0
9744,206350,Rest,0:01:51.000,2020-10-13 05:21:55.000000,30.1,0
9745,206351,Rest,0:01:52.000,2020-10-13 05:21:56.000000,30.1,0
9746,206352,Rest,0:01:53.000,2020-10-13 05:21:57.000000,30.1,0
9747,206353,Rest,0:01:54.000,2020-10-13 05:21:58.000000,30.1,0
9748,206354,Rest,0:01:55.000,2020-10-13 05:21:59.000001,30.1,0
9749,206355,Rest,0:01:56.000,2020-10-13 05:22:00.000000,30.1,0
9750,206356,Rest,0:01:57.000,2020-10-13 05:22:01.000000,30.1,0
9751,206357,Rest,0:01:58.000,2020-10-13 05:22:02.000000,30.1,0
9752,206358,Rest,0:01:59.000,2020-10-13 05:22:03.000000,30.1,0
9753,206359,Rest,0:02:00.000,2020-10-13 05:22:04.000000,30.1,0
9754,206360,Rest,0:02:01.000,2020-10-13 05:22:05.000000,30.1,0
9755,206361,Rest,0:02:02.000,2020-10-13 05:22:06.000000,30.1,0
9756,206362,Rest,0:02:03.000,2020-10-13 05:22:07.000000,30.1,0
9757,206363,Rest,0:02:04.000,2020-10-13 05:22:08.000000,30.1,0
9758,206364,Rest,0:02:05.000,2020-10-13 05:22:09.000000,30.1,0
9759,206365,Rest,0:02:06.000,2020-10-13 05:22:10.000000,30.1,0
9760,206366,Rest,0:02:07.000,2020-10-13 05:22:11.000000,30.1,0
9761,206367,Rest,0:02:08.000,2020-10-13 05:22:12.000000,30.1,0
9762,206368,Rest,0:02:09.000,2020-10-13 05:22:13.000000,30.1,0
9763,206369,Rest,0:02:10.000,2020-10-13 05:22:14.000000,30.1,0
9764,206370,Rest,0:02:11.000,2020-10-13 05:22:15.000000,30.1,0
9765,206371,Rest,0:02:12.000,2020-10-13 05:22:16.000000,30.1,0
9766,206372,Rest,0:02:13.000,2020-10-13 05:22:17.000000,30.1,0
9767,206373,Rest,0:02:14.000,2020-10-13 05:22:18.000000,30.1,0
9768,206374,Rest,0:02:15.000,2020-10-13 05:22:19.000000,30.1,0
9769,206375,Rest,0:02:16.000,2020-10-13 05:22:20.000000,30.1,0
9770,206376,Rest,0:02:17.000,2020-10-13 05:22:21.000000,30.1,0
9771,206377,Rest,0:02:18.000,2020-10-13 05:22:22.000000,30.1,0
9772,206378,Rest,0:02:19.000,2020-10-13 05:22:23.000000,30.1,0
9773,206379,Rest,0:02:20.000,2020-10-13 05:22:24.000000,30.1,0
9774,206380,Rest,0:02:21.000,2020-10-13 05:22:25.000000,30.1,0
9775,206381,Rest,0:02:22.000,2020-10-13 05:22:26.000000,30.1,0
9776,206382,Rest,0:02:23.000,2020-10-13 05:22:27.000000,30.2,0
9777,206383,Rest,0:02:24.000,2020-10-13 05:22:28.000000,30.2,0
9778,206384,Rest,0:02:25.000,2020-10-13 05:22:29.000000,30.2,0
9779,206385,Rest,0:02:26.000,2020-10-13 05:22:30.000000,30.2,0
9780,206386,Rest,0:02:27.000,2020-10-13 05:22:31.000000,30.2,0
9781,206387,Rest,0:02:28.000,2020-10-13 05:22:32.000000,30.2,0
9782,206388,Rest,0:02:29.000,2020-10-13 05:22:33.000000,30.2,0
9783,206389,Rest,0:02:30.000,2020-10-13 05:22:34.000001,30.2,0
9784,206390,Rest,0:02:31.000,2020-10-13 05:22:35.000000,30.2,0
9785,206391,Rest,0:02:32.000,2020-10-13 05:22:36.000000,30.2,0
9786,206392,Rest,0:02:33.000,2020-10-13 05:22:37.000000,30.2,0
9787,206393,Rest,0:02:34.000,2020-10-13 05:22:38.000000,30.2,0
9788,206394,Rest,0:02:35.000,2020-10-13 05:22:39.000000,30.2,0
9789,206395,Rest,0:02:36.000,2020-10-13 05:22:40.000000,30.2,0
9790,206396,Rest,0:02:37.000,2020-10-13 05:22:41.000000,30.2,0
9791,206397,Rest,0:02:38.000,2020-10-13 05:22:42.000000,30.2,0
9792,206398,Rest,0:02:39.000,2020-10-13 05:22:42.999999,30.2,0
9793,206399,Rest,0:02:40.000,2020-10-13 05:22:44.000000,30.2,0
9794,206400,Rest,0:02:41.000,2020-10-13 05:22:45.000000,30.2,0
9795,206401,Rest,0:02:42.000,2020-10-13 05:22:46.000000,30.2,0
9796,206402,Rest,0:02:43.000,2020-10-13 05:22:47.000000,30.2,0
9797,206403,Rest,0:02:44.000,2020-10-13 05:22:48.000000,30.1,0
9798,206404,Rest,0:02:45.000,2020-10-13 05:22:49.000000,30.1,0
9799,206405,Rest,0:02:46.000,2020-10-13 05:22:50.000000,30.1,0
9800,206406,Rest,0:02:47.000,2020-10-13 05:22:51.000000,30.1,0
9801,206407,Rest,0:02:48.000,2020-10-13 05:22:52.000000,30.1,0
9802,206408,Rest,0:02:49.000,2020-10-13 05:22:53.000000,30.1,0
9803,206409,Rest,0:02:50.000,2020-10-13 05:22:54.000000,30.1,0
9804,206410,Rest,0:02:51.000,2020-10-13 05:22:55.000000,30.1,0
9805,206411,Rest,0:02:52.000,2020-10-13 05:22:56.000000,30.1,0
9806,206412,Rest,0:02:53.000,2020-10-13 05:22:57.000000,30.1,0
9807,206413,Rest,0:02:54.000,2020-10-13 05:22:58.000000,30.1,0
9808,206414,Rest,0:02:55.000,2020-10-13 05:22:59.000000,30.1,0
9809,206415,Rest,0:02:56.000,2020-10-13 05:23:00.000000,30.1,0
9810,206416,Rest,0:02:57.000,2020-10-13 05:23:01.000000,30.1,0
9811,206417,Rest,0:02:58.000,2020-10-13 05:23:02.000000,30.1,0
9812,206418,Rest,0:02:59.000,2020-10-13 05:23:03.000000,30.0,0
9813,206419,Rest,0:03:00.000,2020-10-13 05:23:04.000000,30.0,0
9814,206420,Rest,0:03:01.000,2020-10-13 05:23:05.000000,30.0,0
9815,206421,Rest,0:03:02.000,2020-10-13 05:23:06.000000,30.0,0
9816,206422,Rest,0:03:03.000,2020-10-13 05:23:07.000000,30.0,0
9817,206423,Rest,0:03:04.000,2020-10-13 05:23:08.000000,30.0,0
9818,206424,Rest,0:03:05.000,2020-10-13 05:23:09.000000,30.0,0
9819,206425,Rest,0:03:06.000,2020-10-13 05:23:10.000000,30.0,0
9820,206426,Rest,0:03:07.000,2020-10-13 05:23:11.000000,30.0,0
9821,206427,Rest,0:03:08.000,2020-10-13 05:23:12.000000,30.0,0
9822,206428,Rest,0:03:09.000,2020-10-13 05:23:13.000000,30.0,0
9823,206429,Rest,0:03:10.000,2020-10-13 05:23:14.000000,29.9,0
9824,206430,Rest,0:03:11.000,2020-10-13 05:23:15.000000,29.9,0
9825,206431,Rest,0:03:12.000,2020-10-13 05:23:16.000000,29.9,0
9826,206432,Rest,0:03:13.000,2020-10-13 05:23:17.000000,29.9,0
9827,206433,Rest,0:03:14.000,2020-10-13 05:23:17.999999,29.9,0
9828,206434,Rest,0:03:15.000,2020-10-13 05:23:19.000000,29.9,0
9829,206435,Rest,0:03:16.000,2020-10-13 05:23:20.000000,29.9,0
9830,206436,Rest,0:03:17.000,2020-10-13 05:23:21.000000,29.9,0
9831,206437,Rest,0:03:18.000,2020-10-13 05:23:22.000000,29.8,0
9832,206438,Rest,0:03:19.000,2020-10-13 05:23:23.000000,29.8,0
9833,206439,Rest,0:03:20.000,2020-10-13 05:23:24.000000,29.8,0
9834,206440,Rest,0:03:21.000,2020-10-13 05:23:25.000000,29.8,0
9835,206441,Rest,0:03:22.000,2020-10-13 05:23:26.000000,29.8,0
9836,206442,Rest,0:03:23.000,2020-10-13 05:23:27.000000,29.8,0
9837,206443,Rest,0:03:24.000,2020-10-13 05:23:28.000000,29.8,0
9838,206444,Rest,0:03:25.000,2020-10-13 05:23:29.000000,29.8,0
9839,206445,Rest,0:03:26.000,2020-10-13 05:23:30.000000,29.8,0
9840,206446,Rest,0:03:27.000,2020-10-13 05:23:31.000000,29.8,0
9841,206447,Rest,0:03:28.000,2020-10-13 05:23:32.000000,29.7,0
9842,206448,Rest,0:03:29.000,2020-10-13 05:23:33.000000,29.7,0
9843,206449,Rest,0:03:30.000,2020-10-13 05:23:34.000000,29.7,0
9844,206450,Rest,0:03:31.000,2020-10-13 05:23:35.000000,29.7,0
9845,206451,Rest,0:03:32.000,2020-10-13 05:23:36.000000,29.7,0
9846,206452,Rest,0:03:33.000,2020-10-13 05:23:37.000000,29.7,0
9847,206453,Rest,0:03:34.000,2020-10-13 05:23:38.000000,29.7,0
9848,206454,Rest,0:03:35.000,2020-10-13 05:23:39.000000,29.7,0
9849,206455,Rest,0:03:36.000,2020-10-13 05:23:40.000000,29.7,0
9850,206456,Rest,0:03:37.000,2020-10-13 05:23:41.000000,29.7,0
9851,206457,Rest,0:03:38.000,2020-10-13 05:23:42.000000,29.7,0
9852,206458,Rest,0:03:39.000,2020-10-13 05:23:43.000000,29.6,0
9853,206459,Rest,0:03:40.000,2020-10-13 05:23:44.000000,29.7,0
9854,206460,Rest,0:03:41.000,2020-10-13 05:23:45.000000,29.6,0
9855,206461,Rest,0:03:42.000,2020-10-13 05:23:46.000000,29.6,0
9856,206462,Rest,0:03:43.000,2020-10-13 05:23:47.000000,29.6,0
9857,206463,Rest,0:03:44.000,2020-10-13 05:23:48.000000,29.6,0
9858,206464,Rest,0:03:45.000,2020-10-13 05:23:49.000000,29.6,0
9859,206465,Rest,0:03:46.000,2020-10-13 05:23:50.000000,29.6,0
9860,206466,Rest,0:03:47.000,2020-10-13 05:23:51.000000,29.6,0
9861,206467,Rest,0:03:48.000,2020-10-13 05:23:52.000000,29.6,0
9862,206468,Rest,0:03:49.000,2020-10-13 05:23:52.999999,29.6,0
9863,206469,Rest,0:03:50.000,2020-10-13 05:23:54.000000,29.6,0
9864,206470,Rest,0:03:51.000,2020-10-13 05:23:55.000000,29.6,0
9865,206471,Rest,0:03:52.000,2020-10-13 05:23:56.000000,29.6,0
9866,206472,Rest,0:03:53.000,2020-10-13 05:23:57.000000,29.6,0
9867,206473,Rest,0:03:54.000,2020-10-13 05:23:58.000000,29.6,0
9868,206474,Rest,0:03:55.000,2020-10-13 05:23:59.000000,29.5,0
9869,206475,Rest,0:03:56.000,2020-10-13 05:24:00.000001,29.5,0
9870,206476,Rest,0:03:57.000,2020-10-13 05:24:01.000000,29.5,0
9871,206477,Rest,0:03:58.000,2020-10-13 05:24:02.000000,29.5,0
9872,206478,Rest,0:03:59.000,2020-10-13 05:24:03.000000,29.5,0
9873,206479,Rest,0:04:00.000,2020-10-13 05:24:04.000000,29.5,0
9874,206480,Rest,0:04:01.000,2020-10-13 05:24:05.000000,29.5,0
9875,206481,Rest,0:04:02.000,2020-10-13 05:24:06.000000,29.5,0
9876,206482,Rest,0:04:03.000,2020-10-13 05:24:07.000000,29.5,0
9877,206483,Rest,0:04:04.000,2020-10-13 05:24:08.000000,29.5,0
9878,206484,Rest,0:04:05.000,2020-10-13 05:24:09.000000,29.5,0
9879,206485,Rest,0:04:06.000,2020-10-13 05:24:10.000000,29.5,0
9880,206486,Rest,0:04:07.000,2020-10-13 05:24:11.000000,29.5,0
9881,206487,Rest,0:04:08.000,2020-10-13 05:24:12.000000,29.5,0
9882,206488,Rest,0:04:09.000,2020-10-13 05:24:13.000000,29.5,0
9883,206489,Rest,0:04:10.000,2020-10-13 05:24:14.000000,29.5,0
9884,206490,Rest,0:04:11.000,2020-10-13 05:24:15.000000,29.5,0
9885,206491,Rest,0:04:12.000,2020-10-13 05:24:16.000000,29.5,0
9886,206492,Rest,0:04:13.000,2020-10-13 05:24:17.000000,29.5,0
9887,206493,Rest,0:04:14.000,2020-10-13 05:24:18.000000,29.5,0
9888,206494,Rest,0:04:15.000,2020-10-13 05:24:19.000000,29.5,0
9889,206495,Rest,0:04:16.000,2020-10-13 05:24:20.000000,29.5,0
9890,206496,Rest,0:04:17.000,2020-10-13 05:24:21.000000,29.5,0
9891,206497,Rest,0:04:18.000,2020-10-13 05:24:22.000000,29.5,0
9892,206498,Rest,0:04:19.000,2020-10-13 05:24:23.000000,29.5,0
9893,206499,Rest,0:04:20.000,2020-10-13 05:24:24.000000,29.5,0
9894,206500,Rest,0:04:21.000,2020-10-13 05:24:25.000000,29.5,0
9895,206501,Rest,0:04:22.000,2020-10-13 05:24:26.000000,29.5,0
9896,206502,Rest,0:04:23.000,2020-10-13 05:24:27.000000,29.5,0
9897,206503,Rest,0:04:24.000,2020-10-13 05:24:28.000000,29.5,0
9898,206504,Rest,0:04:25.000,2020-10-13 05:24:29.000000,29.5,0
9899,206505,Rest,0:04:26.000,2020-10-13 05:24:30.000000,29.5,0
9900,206506,Rest,0:04:27.000,2020-10-13 05:24:31.000000,29.5,0
9901,206507,Rest,0:04:28.000,2020-10-13 05:24:32.000000,29.5,0
9902,206508,Rest,0:04:29.000,2020-10-13 05:24:33.000000,29.5,0
9903,206509,Rest,0:04:30.000,2020-10-13 05:24:34.000000,29.5,0
9904,206510,Rest,0:04:31.000,2020-10-13 05:24:35.000001,29.5,0
9905,206511,Rest,0:04:32.000,2020-10-13 05:24:36.000000,29.5,0
9906,206512,Rest,0:04:33.000,2020-10-13 05:24:37.000000,29.5,0
9907,206513,Rest,0:04:34.000,2020-10-13 05:24:38.000000,29.5,0
9908,206514,Rest,0:04:35.000,2020-10-13 05:24:39.000000,29.5,0
9909,206515,Rest,0:04:36.000,2020-10-13 05:24:40.000000,29.5,0
9910,206516,Rest,0:04:37.000,2020-10-13 05:24:41.000000,29.5,0
9911,206517,Rest,0:04:38.000,2020-10-13 05:24:42.000000,29.5,0
9912,206518,Rest,0:04:39.000,2020-10-13 05:24:43.000000,29.5,0
9913,206519,Rest,0:04:40.000,2020-10-13 05:24:44.000000,29.5,0
9914,206520,Rest,0:04:41.000,2020-10-13 05:24:45.000000,29.5,0
9915,206521,Rest,0:04:42.000,2020-10-13 05:24:46.000000,29.5,0
9916,206522,Rest,0:04:43.000,2020-10-13 05:24:47.000000,29.5,0
9917,206523,Rest,0:04:44.000,2020-10-13 05:24:48.000000,29.5,0
9918,206524,Rest,0:04:45.000,2020-10-13 05:24:49.000000,29.5,0
9919,206525,Rest,0:04:46.000,2020-10-13 05:24:50.000000,29.5,0
9920,206526,Rest,0:04:47.000,2020-10-13 05:24:51.000000,29.5,0
9921,206527,Rest,0:04:48.000,2020-10-13 05:24:52.000000,29.5,0
9922,206528,Rest,0:04:49.000,2020-10-13 05:24:53.000000,29.5,0
9923,206529,Rest,0:04:50.000,2020-10-13 05:24:54.000000,29.5,0
9924,206530,Rest,0:04:51.000,2020-10-13 05:24:55.000000,29.5,0
9925,206531,Rest,0:04:52.000,2020-10-13 05:24:56.000000,29.5,0
9926,206532,Rest,0:04:53.000,2020-10-13 05:24:57.000000,29.6,0
9927,206533,Rest,0:04:54.000,2020-10-13 05:24:58.000000,29.6,0
9928,206534,Rest,0:04:55.000,2020-10-13 05:24:59.000000,29.5,0
9929,206535,Rest,0:04:56.000,2020-10-13 05:25:00.000000,29.5,0
9930,206536,Rest,0:04:57.000,2020-10-13 05:25:01.000000,29.6,0
9931,206537,Rest,0:04:58.000,2020-10-13 05:25:02.000000,29.6,0
9932,206538,Rest,0:04:59.000,2020-10-13 05:25:03.000000,29.6,0
9933,206539,Rest,0:05:00.000,2020-10-13 05:25:04.000000,29.6,0
9934,206540,Rest,0:05:01.000,2020-10-13 05:25:05.000000,29.6,0
9935,206541,Rest,0:05:02.000,2020-10-13 05:25:06.000000,29.6,0
9936,206542,Rest,0:05:03.000,2020-10-13 05:25:07.000000,29.6,0
9937,206543,Rest,0:05:04.000,2020-10-13 05:25:08.000000,29.6,0
9938,206544,Rest,0:05:05.000,2020-10-13 05:25:09.000000,29.6,0
9939,206545,Rest,0:05:06.000,2020-10-13 05:25:10.000001,29.6,0
9940,206546,Rest,0:05:07.000,2020-10-13 05:25:11.000000,29.6,0
9941,206547,Rest,0:05:08.000,2020-10-13 05:25:12.000000,29.6,0
9942,206548,Rest,0:05:09.000,2020-10-13 05:25:13.000000,29.5,0
9943,206549,Rest,0:05:10.000,2020-10-13 05:25:14.000000,29.6,0
9944,206550,Rest,0:05:11.000,2020-10-13 05:25:15.000000,29.5,0
9945,206551,Rest,0:05:12.000,2020-10-13 05:25:16.000000,29.5,0
9946,206552,Rest,0:05:13.000,2020-10-13 05:25:17.000000,29.5,0
9947,206553,Rest,0:05:14.000,2020-10-13 05:25:18.000000,29.5,0
9948,206554,Rest,0:05:15.000,2020-10-13 05:25:18.999999,29.5,0
9949,206555,Rest,0:05:16.000,2020-10-13 05:25:20.000000,29.5,0
9950,206556,Rest,0:05:17.000,2020-10-13 05:25:21.000000,29.5,0
9951,206557,Rest,0:05:18.000,2020-10-13 05:25:22.000000,29.5,0
9952,206558,Rest,0:05:19.000,2020-10-13 05:25:23.000000,29.5,0
9953,206559,Rest,0:05:20.000,2020-10-13 05:25:24.000000,29.5,0
9954,206560,Rest,0:05:21.000,2020-10-13 05:25:25.000000,29.5,0
9955,206561,Rest,0:05:22.000,2020-10-13 05:25:26.000000,29.5,0
9956,206562,Rest,0:05:23.000,2020-10-13 05:25:27.000000,29.5,0
9957,206563,Rest,0:05:24.000,2020-10-13 05:25:28.000000,29.5,0
9958,206564,Rest,0:05:25.000,2020-10-13 05:25:29.000000,29.4,0
9959,206565,Rest,0:05:26.000,2020-10-13 05:25:30.000000,29.4,0
9960,206566,Rest,0:05:27.000,2020-10-13 05:25:31.000000,29.4,0
9961,206567,Rest,0:05:28.000,2020-10-13 05:25:32.000000,29.4,0
9962,206568,Rest,0:05:29.000,2020-10-13 05:25:33.000000,29.4,0
9963,206569,Rest,0:05:30.000,2020-10-13 05:25:34.000000,29.4,0
9964,206570,Rest,0:05:31.000,2020-10-13 05:25:35.000000,29.4,0
9965,206571,Rest,0:05:32.000,2020-10-13 05:25:36.000000,29.4,0
9966,206572,Rest,0:05:33.000,2020-10-13 05:25:37.000000,29.4,0
9967,206573,Rest,0:05:34.000,2020-10-13 05:25:38.000000,29.3,0
9968,206574,Rest,0:05:35.000,2020-10-13 05:25:39.000000,29.3,0
9969,206575,Rest,0:05:36.000,2020-10-13 05:25:40.000000,29.3,0
9970,206576,Rest,0:05:37.000,2020-10-13 05:25:41.000000,29.3,0
9971,206577,Rest,0:05:38.000,2020-10-13 05:25:42.000000,29.3,0
9972,206578,Rest,0:05:39.000,2020-10-13 05:25:43.000000,29.3,0
9973,206579,Rest,0:05:40.000,2020-10-13 05:25:44.000000,29.3,0
9974,206580,Rest,0:05:41.000,2020-10-13 05:25:45.000000,29.3,0
9975,206581,Rest,0:05:42.000,2020-10-13 05:25:46.000000,29.3,0
9976,206582,Rest,0:05:43.000,2020-10-13 05:25:47.000000,29.3,0
9977,206583,Rest,0:05:44.000,2020-10-13 05:25:48.000000,29.3,0
9978,206584,Rest,0:05:45.000,2020-10-13 05:25:49.000000,29.2,0
9979,206585,Rest,0:05:46.000,2020-10-13 05:25:50.000000,29.2,0
9980,206586,Rest,0:05:47.000,2020-10-13 05:25:51.000000,29.2,0
